295;100;-4.5;6;
296;72;-4.5;8;
297;63;-1.0;4;
298;88;-1.0;3;
299;56;-1.0;6;
300;59;-2.5;3;
301;73;-1.0;6;
302;82;-4.5;3;
303;59;-1.0;9;
304;78;-4.5;3;
305;104;-2.5;5;
306;54;-2.5;7;
307;49;-2.5;4;
308;100;-2.5;6;
309;36;-2.5;4;
310;71;-2.5;8;
311;38;-4.5;6;
312;60;-4.5;4;
313;64;-1.0;8;
314;102;-1.0;9;
315;89;-1.0;3;
316;38;-4.5;3;
317;76;-4.5;5;
318;89;-1.0;6;
319;42;-2.5;3;
320;34;-4.5;4;
321;63;-1.0;4;
322;47;-2.5;7;
323;87;-4.5;7;
324;84;-4.5;8;
325;84;-1.0;6;
326;75;-1.0;4;
327;68;-4.5;7;
328;84;-2.5;7;
329;54;-1.0;7;
330;99;-1.0;4;
331;75;-2.5;5;
332;39;-2.5;7;
333;48;-1.0;8;
334;85;-1.0;6;
335;97;-1.0;3;
336;58;-2.5;9;
337;78;-1.0;5;
338;78;-1.0;5;
339;47;-1.0;6;
340;61;-2.5;3;
341;89;-1.0;7;
342;71;-4.5;3;
343;39;-4.5;8;
344;45;-1.0;9;
345;63;-4.5;6;
346;67;-4.5;6;
347;104;-4.5;5;
348;87;-4.5;7;
349;85;-1.0;9;
350;53;-1.0;6;
351;51;-2.5;7;
352;96;-1.0;9;
353;103;-1.0;8;
354;78;-2.5;3;
355;43;-2.5;8;
356;42;-2.5;8;
357;84;-1.0;8;
358;67;-1.0;9;
359;104;-1.0;5;
360;101;-4.5;5;
361;43;-4.5;3;
362;106;-2.5;9;
363;69;-1.0;3;
364;62;-1.0;6;
365;74;-1.0;9;
366;62;-1.0;7;
367;59;-2.5;8;
368;42;-2.5;7;
369;55;-4.5;6;
370;72;-1.0;9;
371;86;-2.5;9;
372;95;-2.5;3;
373;70;-4.5;3;
374;86;-1.0;6;
375;97;-2.5;4;
376;89;-1.0;8;
377;96;-4.5;5;
378;46;-1.0;6;
379;56;-1.0;6;
380;82;-4.5;3;
381;56;-1.0;4;
382;69;-4.5;5;
383;69;-2.5;7;
384;84;-4.5;4;
385;76;-1.0;4;
386;65;-1.0;3;
387;49;-1.0;6;
388;48;-2.5;8;
389;79;-2.5;5;
390;76;-2.5;9;
391;82;-2.5;9;
392;47;-2.5;9;
393;85;-4.5;6;
394;74;-1.0;9;
395;37;-4.5;3;
396;75;-1.0;3;
397;64;-4.5;4;
398;55;-4.5;5;
399;58;-4.5;8;
400;79;-1.0;4;
401;82;-1.0;7;
402;85;-4.5;4;
403;64;-1.0;9;
404;55;-1.0;4;
405;36;-4.5;5;
406;66;-1.0;8;
407;97;-1.0;8;
408;50;-4.5;7;
409;73;-2.5;6;
410;57;-1.0;8;
411;34;-4.5;3;
412;71;-1.0;8;
413;101;-2.5;8;
414;51;-1.0;5;
415;88;-1.0;3;
416;83;-2.5;7;
417;98;-4.5;4;
418;96;-4.5;3;
419;63;-1.0;7;
420;93;-1.0;6;
421;44;-2.5;3;
422;83;-2.5;9;
423;100;-1.0;4;
424;40;-2.5;9;
425;45;-1.0;3;
426;77;-4.5;3;
427;104;-1.0;8;
428;51;-4.5;5;
429;36;-1.0;6;
430;84;-4.5;9;
431;38;-1.0;7;
432;69;-1.0;4;
433;90;-2.5;6;
434;37;-1.0;3;
435;87;-2.5;7;
436;101;-1.0;8;
437;84;-4.5;5;
438;94;-4.5;7;
439;60;-1.0;7;
440;71;-1.0;7;
441;73;-1.0;3;
442;35;-2.5;5;
443;41;-4.5;5;
444;103;-1.0;8;
445;102;-4.5;5;
446;79;-1.0;3;
447;89;-4.5;5;
448;53;-2.5;3;
449;47;-2.5;4;
450;48;-1.0;3;
451;78;-1.0;4;
452;67;-1.0;8;
453;94;-1.0;8;
454;70;-4.5;4;
455;54;-2.5;5;
456;82;-4.5;7;
457;36;-4.5;6;
458;47;-2.5;9;
459;40;-1.0;7;
460;104;-2.5;7;
461;60;-1.0;5;
462;39;-1.0;9;
463;59;-1.0;5;
464;74;-4.5;7;
465;95;-4.5;9;
466;58;-1.0;3;
467;75;-2.5;6;
468;104;-1.0;7;
469;82;-2.5;4;
470;73;-1.0;5;
471;37;-1.0;7;
472;92;-1.0;9;
473;98;-1.0;4;
474;71;-2.5;8;
475;85;-1.0;3;
476;47;-2.5;9;
477;61;-4.5;4;
478;52;-4.5;7;
479;41;-2.5;3;
480;51;-1.0;8;
481;36;-1.0;5;
482;41;-2.5;4;
483;92;-1.0;6;
484;60;-1.0;3;
485;93;-2.5;3;
486;81;-1.0;6;
487;40;-4.5;8;
488;100;-2.5;5;
489;63;-4.5;3;
490;41;-4.5;4;
491;99;-1.0;6;
492;54;-2.5;4;
493;52;-1.0;5;
494;72;-1.0;9;
495;50;-1.0;6;
496;91;-1.0;5;
497;81;-4.5;3;
498;40;-1.0;5;
499;95;-2.5;3;
500;51;-1.0;8;
501;67;-4.5;6;
502;95;-4.5;6;
503;76;-2.5;7;
504;71;-1.0;3;
505;100;-1.0;9;
506;93;-1.0;9;
507;98;-2.5;3;
508;52;-1.0;9;
509;92;-2.5;5;
510;71;-4.5;8;
511;97;-1.0;9;
512;103;-4.5;5;
513;91;-1.0;7;
514;85;-4.5;9;
515;68;-1.0;6;
516;47;-2.5;6;
517;46;-1.0;4;
518;73;-1.0;8;
519;68;-1.0;6;
520;38;-1.0;5;
521;77;-2.5;3;
522;63;-1.0;7;
523;61;-2.5;6;
524;77;-1.0;3;
525;73;-1.0;5;
526;48;-1.0;8;
527;76;-1.0;9;
528;103;-2.5;6;
529;88;-1.0;3;
530;55;-1.0;5;
531;53;-1.0;3;
532;84;-1.0;7;
533;47;-1.0;9;
534;53;-1.0;6;
535;98;-1.0;6;
536;43;-1.0;4;
537;75;-1.0;9;
538;97;-1.0;7;
539;103;-4.5;8;
540;44;-1.0;9;
541;60;-4.5;7;
542;55;-1.0;5;
543;107;-1.0;9;
544;95;-2.5;5;
545;76;-2.5;3;
546;48;-1.0;5;
547;51;-1.0;5;
548;44;-2.5;3;
549;50;-1.0;6;
550;105;-4.5;7;
551;70;-1.0;5;
552;82;-4.5;3;
553;44;-4.5;9;
554;106;-4.5;9;
555;85;-1.0;3;
556;95;-2.5;8;
557;86;-4.5;7;
558;36;-1.0;6;
559;91;-1.0;4;
560;46;-2.5;6;
561;41;-1.0;5;
562;73;-2.5;8;
563;75;-1.0;6;
564;48;-1.0;4;
565;91;-1.0;9;
566;58;-2.5;5;
567;103;-1.0;8;
568;84;-1.0;7;
569;35;-2.5;5;
570;102;-1.0;8;
571;83;-2.5;7;
572;76;-2.5;4;
573;102;-1.0;6;
574;80;-2.5;9;
575;70;-1.0;4;
576;40;-1.0;9;
577;46;-1.0;4;
578;87;-1.0;8;
579;41;-1.0;6;
580;39;-2.5;7;
581;80;-4.5;7;
582;46;-2.5;7;
583;85;-4.5;9;
584;62;-1.0;5;
585;53;-4.5;7;
586;70;-1.0;4;
587;86;-1.0;9;
588;79;-2.5;7;
589;57;-2.5;4;
590;77;-1.0;3;
591;76;-1.0;7;
592;78;-1.0;4;
593;54;-1.0;6;
594;81;-2.5;3;
595;81;-1.0;7;
596;70;-4.5;3;
597;71;-1.0;5;
598;38;-2.5;5;
599;50;-2.5;8;
600;36;-4.5;4;
601;50;-1.0;5;
602;43;-1.0;4;
603;99;-1.0;9;
604;99;-1.0;9;
605;80;-1.0;6;
606;64;-4.5;8;
607;65;-2.5;8;
608;50;-1.0;3;
609;79;-1.0;4;
610;107;-1.0;9;
611;82;-1.0;4;
612;69;-2.5;7;
613;72;-1.0;5;
614;70;-2.5;6;
615;55;-4.5;4;
616;63;-4.5;5;
617;71;-1.0;6;
618;43;-1.0;9;
619;40;-4.5;3;
620;58;-1.0;4;
621;58;-2.5;8;
622;95;-1.0;9;
623;89;-2.5;3;
624;53;-4.5;8;
625;73;-4.5;8;
626;74;-1.0;4;
627;66;-4.5;9;
628;67;-4.5;6;
629;61;-4.5;7;
630;78;-1.0;4;
631;67;-2.5;6;
632;43;-1.0;4;
633;84;-1.0;8;
634;76;-1.0;8;
635;81;-1.0;4;
636;62;-1.0;9;
637;75;-2.5;6;
638;97;-2.5;9;
639;44;-4.5;6;
640;86;-1.0;3;
641;97;-4.5;8;
642;89;-1.0;5;
643;68;-1.0;9;
644;73;-4.5;8;
645;98;-2.5;9;
646;56;-1.0;5;
647;85;-4.5;5;
648;103;-2.5;9;
649;83;-2.5;6;
650;99;-4.5;5;
651;64;-4.5;5;
652;48;-2.5;3;
653;85;-1.0;6;
654;87;-2.5;4;
655;46;-1.0;7;
656;37;-1.0;6;
657;70;-1.0;3;
658;87;-1.0;4;
659;66;-1.0;6;
660;82;-4.5;8;
661;43;-1.0;8;
662;88;-4.5;4;
663;59;-1.0;4;
664;45;-4.5;6;
665;96;-1.0;3;
666;101;-1.0;6;
667;51;-4.5;7;
668;49;-2.5;5;
669;79;-1.0;7;
670;75;-1.0;7;
671;90;-1.0;5;
672;86;-1.0;7;
673;96;-1.0;4;
674;69;-4.5;7;
675;106;-1.0;7;
676;39;-1.0;8;
677;44;-4.5;4;
678;91;-1.0;5;
679;62;-2.5;3;
680;43;-1.0;5;
681;63;-1.0;4;
682;83;-2.5;7;
683;41;-1.0;4;
684;88;-1.0;3;
685;78;-1.0;9;
686;97;-1.0;3;
687;96;-4.5;7;
688;39;-1.0;7;
689;100;-2.5;9;
690;76;-4.5;6;
691;52;-4.5;7;
692;77;-1.0;8;
693;87;-1.0;4;
694;72;-1.0;9;
695;54;-2.5;7;
696;91;-1.0;8;
697;54;-4.5;4;
698;105;-4.5;6;
699;36;-4.5;5;
700;51;-1.0;3;
701;73;-4.5;5;
702;55;-2.5;7;
703;95;-1.0;9;
704;65;-1.0;6;
705;74;-1.0;6;
706;75;-4.5;7;
707;73;-1.0;4;
708;61;-4.5;6;
709;83;-1.0;9;
710;57;-4.5;7;
711;74;-1.0;6;
712;48;-2.5;8;
713;55;-1.0;3;
714;60;-2.5;3;
715;82;-1.0;3;
716;103;-2.5;6;
717;95;-4.5;7;
718;101;-1.0;6;
719;92;-2.5;4;
720;101;-1.0;5;
721;92;-2.5;6;
722;78;-1.0;8;
723;43;-2.5;8;
724;79;-2.5;9;
725;64;-1.0;4;
726;54;-1.0;7;
727;86;-4.5;5;
728;89;-2.5;4;
729;56;-1.0;9;
730;41;-1.0;9;
731;93;-1.0;7;
732;83;-1.0;3;
733;92;-1.0;5;
734;62;-1.0;5;
735;106;-2.5;7;
736;51;-2.5;8;
737;76;-1.0;6;
738;107;-1.0;8;
739;85;-2.5;9;
740;69;-1.0;3;
741;45;-1.0;9;
742;66;-2.5;6;
743;103;-1.0;5;
744;37;-1.0;4;
745;76;-1.0;6;
746;83;-4.5;3;
747;65;-1.0;6;
748;94;-1.0;5;
749;47;-4.5;8;
750;71;-1.0;5;
751;91;-1.0;7;
752;100;-4.5;9;
753;43;-1.0;5;
754;35;-2.5;5;
755;57;-1.0;3;
756;63;-4.5;3;
757;96;-4.5;8;
758;61;-2.5;3;
759;40;-1.0;5;
760;71;-4.5;8;
761;53;-4.5;9;
762;69;-2.5;7;
763;56;-2.5;5;
764;87;-1.0;9;
765;107;-4.5;8;
766;50;-1.0;8;
767;38;-1.0;5;
768;78;-4.5;4;
769;45;-2.5;3;
770;67;-1.0;3;
771;40;-1.0;7;
772;96;-1.0;8;
773;37;-4.5;7;
774;74;-1.0;6;
775;52;-4.5;4;
776;33;-1.0;3;
777;50;-1.0;9;
778;94;-4.5;7;
779;102;-4.5;9;
780;81;-1.0;7;
781;48;-2.5;7;
782;36;-1.0;3;
783;96;-1.0;5;
784;81;-1.0;4;
785;92;-1.0;8;
786;89;-1.0;9;
787;37;-2.5;5;
788;45;-4.5;3;
789;69;-1.0;7;
790;38;-1.0;4;
791;73;-2.5;8;
792;68;-1.0;5;
793;49;-4.5;5;
794;55;-2.5;7;
795;65;-1.0;9;
796;86;-4.5;8;
797;94;-2.5;3;
798;63;-1.0;3;
799;94;-4.5;5;
800;48;-2.5;7;
801;44;-1.0;7;
802;94;-1.0;6;
803;68;-1.0;6;
804;65;-4.5;3;
805;43;-2.5;5;
806;100;-4.5;4;
807;86;-1.0;9;
808;77;-2.5;3;
809;50;-4.5;6;
810;95;-1.0;7;
811;77;-1.0;5;
812;46;-2.5;5;
813;99;-1.0;9;
814;97;-1.0;7;
815;84;-4.5;7;
816;49;-1.0;5;
817;71;-4.5;4;
818;94;-4.5;7;
819;36;-4.5;6;
820;88;-1.0;6;
821;52;-4.5;5;
822;98;-1.0;4;
823;63;-4.5;3;
824;100;-2.5;7;
825;72;-1.0;9;
826;79;-4.5;6;
827;74;-1.0;6;
828;90;-1.0;8;
829;42;-1.0;7;
830;85;-1.0;3;
831;42;-4.5;5;
832;94;-1.0;7;
833;81;-1.0;7;
834;66;-1.0;7;
835;95;-1.0;8;
836;83;-4.5;3;
837;96;-1.0;8;
838;57;-1.0;5;
839;53;-1.0;3;
840;41;-2.5;6;
841;42;-4.5;5;
842;97;-4.5;9;
843;77;-4.5;8;
844;59;-4.5;7;
845;85;-2.5;3;
846;38;-4.5;4;
847;61;-4.5;8;
848;77;-1.0;6;
849;66;-4.5;3;
850;89;-1.0;6;
851;74;-2.5;6;
852;98;-4.5;4;
853;106;-1.0;7;
854;73;-4.5;4;
855;41;-1.0;8;
856;106;-4.5;8;
857;68;-4.5;6;
858;69;-2.5;4;
859;61;-4.5;5;
860;93;-4.5;4;
861;61;-1.0;3;
862;50;-4.5;6;
863;104;-1.0;6;
864;95;-1.0;7;
865;98;-2.5;7;
866;47;-2.5;9;
867;41;-2.5;9;
868;96;-4.5;4;
869;50;-2.5;4;
870;58;-4.5;3;
871;82;-2.5;5;
872;37;-1.0;3;
873;83;-4.5;3;
874;49;-1.0;4;
875;52;-2.5;4;
876;80;-2.5;5;
877;46;-2.5;5;
878;34;-1.0;4;
879;44;-2.5;6;
880;73;-1.0;6;
881;88;-4.5;7;
882;93;-4.5;7;
883;70;-1.0;4;
884;57;-1.0;8;
885;83;-1.0;5;
886;45;-4.5;8;
887;99;-2.5;4;
888;62;-1.0;6;
889;101;-2.5;3;
890;64;-2.5;5;
891;90;-2.5;8;
892;88;-4.5;7;
893;106;-2.5;9;
894;99;-1.0;6;
895;90;-1.0;3;
896;67;-1.0;7;
897;43;-1.0;7;
898;94;-1.0;9;
899;62;-1.0;5;
900;80;-2.5;3;
901;39;-2.5;5;
902;35;-1.0;3;
903;59;-1.0;8;
904;70;-1.0;5;
905;78;-1.0;7;
906;69;-4.5;6;
907;62;-1.0;8;
908;94;-1.0;4;
909;68;-4.5;7;
910;47;-4.5;4;
911;43;-1.0;8;
912;96;-4.5;7;
913;63;-4.5;3;
914;36;-2.5;6;
915;44;-1.0;8;
916;81;-2.5;5;
917;86;-4.5;6;
918;106;-2.5;8;
919;59;-2.5;3;
920;65;-4.5;4;
921;89;-2.5;6;
922;40;-1.0;4;
923;84;-2.5;8;
924;49;-1.0;9;
925;84;-1.0;8;
926;87;-1.0;9;
927;87;-1.0;8;
928;102;-1.0;3;
929;46;-1.0;8;
930;72;-1.0;3;
931;96;-1.0;6;
932;86;-1.0;5;
933;60;-1.0;5;
934;81;-1.0;5;
935;69;-1.0;4;
936;64;-1.0;4;
937;97;-2.5;7;
938;77;-1.0;3;
939;72;-1.0;4;
940;85;-1.0;3;
941;50;-1.0;7;
942;92;-1.0;7;
943;35;-2.5;4;
944;68;-1.0;7;
945;48;-2.5;4;
946;69;-1.0;8;
947;61;-1.0;7;
948;87;-1.0;8;
949;98;-1.0;5;
950;97;-4.5;3;
951;89;-2.5;7;
952;36;-1.0;5;
953;58;-4.5;4;
954;58;-4.5;5;
955;87;-2.5;6;
956;75;-2.5;3;
957;84;-1.0;8;
958;75;-1.0;7;
959;63;-1.0;6;
960;57;-2.5;9;
961;98;-2.5;3;
962;100;-4.5;4;
963;84;-2.5;4;
964;72;-1.0;6;
965;63;-2.5;7;
966;80;-4.5;9;
967;44;-2.5;3;
968;96;-2.5;6;
969;56;-1.0;8;
970;52;-2.5;8;
971;44;-1.0;3;
972;101;-1.0;6;
973;87;-2.5;5;
974;72;-4.5;7;
975;38;-1.0;8;
976;83;-2.5;3;
977;51;-1.0;4;
978;40;-1.0;8;
979;66;-1.0;9;
980;55;-1.0;3;
981;82;-1.0;9;
982;52;-2.5;8;
983;83;-1.0;8;
984;101;-1.0;4;
985;57;-1.0;7;
986;60;-2.5;7;
987;54;-1.0;6;
988;97;-1.0;8;
989;62;-1.0;4;
990;48;-1.0;4;
991;44;-4.5;7;
992;73;-1.0;5;
993;48;-1.0;5;
994;65;-4.5;6;
995;96;-1.0;3;
996;98;-4.5;7;
997;96;-1.0;8;
998;38;-1.0;7;
999;57;-2.5;7;
1000;43;-2.5;5;
1001;68;-1.0;5;
1002;41;-1.0;7;
1003;105;-1.0;8;
1004;70;-1.0;5;
1005;48;-4.5;3;
1006;72;-1.0;9;
1007;97;-1.0;3;
1008;86;-1.0;9;
1009;101;-1.0;5;
1010;58;-4.5;8;
1011;61;-1.0;8;
1012;59;-4.5;8;
1013;82;-1.0;9;
1014;82;-4.5;3;
1015;87;-2.5;3;
1016;87;-1.0;3;
1017;51;-1.0;8;
1018;73;-1.0;7;
1019;82;-4.5;5;
1020;48;-4.5;5;
1021;68;-2.5;7;
1022;76;-2.5;9;
1023;86;-1.0;9;
1024;55;-1.0;4;
1025;90;-1.0;6;
1026;79;-1.0;4;
1027;82;-2.5;8;
1028;73;-4.5;9;
1029;39;-1.0;7;
1030;52;-1.0;9;
1031;87;-1.0;8;
1032;76;-1.0;4;
1033;67;-1.0;7;
1034;88;-4.5;6;
1035;96;-4.5;3;
1036;91;-4.5;5;
1037;76;-4.5;6;
1038;66;-2.5;3;
1039;83;-1.0;7;
1040;60;-1.0;8;
1041;82;-1.0;8;
1042;87;-1.0;9;
1043;59;-1.0;5;
1044;88;-2.5;8;
1045;77;-1.0;3;
1046;70;-1.0;9;
1047;66;-4.5;9;
1048;45;-1.0;5;
1049;45;-1.0;9;
1050;95;-1.0;7;
1051;37;-1.0;6;
1052;102;-1.0;4;
1053;84;-2.5;8;
1054;46;-1.0;4;
1055;92;-1.0;6;
1056;92;-2.5;3;
1057;50;-4.5;4;
1058;59;-1.0;5;
1059;40;-1.0;6;
1060;86;-2.5;4;
1061;95;-1.0;7;
1062;62;-1.0;6;
1063;56;-4.5;7;
1064;45;-4.5;7;
1065;45;-2.5;8;
1066;44;-2.5;6;
1067;56;-4.5;6;
1068;84;-1.0;5;
1069;50;-1.0;9;
1070;36;-1.0;5;
1071;40;-2.5;7;
1072;56;-4.5;3;
1073;82;-1.0;8;
1074;76;-1.0;9;
1075;56;-1.0;7;
1076;69;-2.5;9;
1077;97;-4.5;7;
1078;94;-2.5;5;
1079;71;-2.5;9;
1080;51;-2.5;9;
1081;56;-4.5;4;
1082;68;-2.5;5;
1083;36;-1.0;3;
1084;51;-2.5;6;
1085;64;-4.5;4;
1086;44;-4.5;9;
1087;46;-1.0;8;
1088;91;-4.5;7;
1089;67;-1.0;6;
1090;37;-1.0;6;
1091;46;-2.5;9;
1092;78;-1.0;9;
1093;67;-1.0;3;
1094;53;-4.5;6;
1095;104;-4.5;7;
1096;40;-4.5;3;
1097;62;-1.0;8;
1098;48;-2.5;4;
1099;97;-2.5;7;
1100;100;-2.5;7;
1101;81;-1.0;5;
1102;43;-4.5;9;
1103;65;-1.0;7;
1104;52;-2.5;9;
1105;58;-1.0;7;
1106;54;-1.0;4;
1107;54;-2.5;9;
1108;85;-4.5;5;
1109;63;-2.5;3;
1110;68;-1.0;5;
1111;74;-2.5;8;
1112;55;-1.0;4;
1113;48;-1.0;6;
1114;80;-1.0;9;
1115;90;-1.0;4;
1116;57;-1.0;6;
1117;40;-4.5;7;
1118;40;-4.5;7;
1119;94;-4.5;7;
1120;76;-1.0;8;
1121;35;-2.5;4;
1122;71;-1.0;3;
1123;44;-4.5;8;
1124;106;-1.0;9;
1125;64;-1.0;8;
1126;56;-4.5;8;
1127;72;-2.5;8;
1128;76;-1.0;3;
1129;65;-1.0;9;
1130;62;-1.0;5;
1131;86;-1.0;4;
1132;104;-1.0;9;
1133;82;-4.5;4;
1134;92;-4.5;7;
1135;83;-4.5;8;
1136;106;-1.0;9;
1137;91;-1.0;3;
1138;37;-1.0;3;
1139;99;-2.5;9;
1140;68;-4.5;6;
1141;39;-4.5;8;
1142;91;-1.0;9;
1143;53;-4.5;5;
1144;94;-1.0;9;
1145;49;-1.0;6;
1146;81;-4.5;4;
1147;56;-2.5;5;
1148;42;-4.5;9;
1149;74;-1.0;3;
1150;41;-2.5;5;
1151;71;-4.5;6;
1152;82;-1.0;3;
1153;96;-1.0;8;
